ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
17937,Exercise 5,289.5345837886131,,78.70013418858778,30.0,Female,34.0,158.0,57.94669385812774,Sunny,6.0
17938,Exercise 5,205.18555285546245,,,53.0,Female,58.0,157.0,34.60018479039078,Cloudy,4.0
17939,Exercise 2,205.277466240021,98.86397614525397,81.66447490798244,35.0,Male,51.0,158.0,38.62842104930252,Cloudy,6.0
17940,Exercise 9,295.95831200352757,85.742527774064,88.44496323654474,40.0,Male,,140.0,31.693912955983997,Cloudy,10.0
17941,Exercise 7,229.1395128612358,99.58524376690136,85.18996153024679,43.0,Male,52.0,163.0,51.40354493944346,Sunny,10.0
17942,Exercise 10,296.65046319397527,99.11027264937958,79.33957460715136,31.0,Female,57.0,163.0,41.101536624602964,,
17943,Exercise 4,274.4516883533316,83.57263007074692,84.77941894559612,35.0,Male,59.0,140.0,34.82623529164173,Cloudy,10.0
17944,Exercise 1,,98.1145797057782,,21.0,Female,38.0,188.0,56.384690655237165,Rainy,2.0
17945,Exercise 7,258.72911302932187,90.76225470458033,88.43469153580085,37.0,Male,56.0,,41.59416943132196,Sunny,5.0
17946,Exercise 1,221.14229001891326,96.17472341154605,80.20172879159657,37.0,Male,35.0,176.0,50.559549472344244,Cloudy,5.0
17947,Exercise 4,209.39837822099076,86.19232167163476,78.62810723663009,38.0,Female,27.0,186.0,47.43894371444169,Rainy,6.0
17948,Exercise 7,218.4832211993203,88.84187178352495,80.18634211331793,43.0,Male,36.0,160.0,39.42261436430405,Sunny,3.0
17949,Exercise 3,255.29257371886519,96.2815754126045,71.21722480954246,21.0,,50.0,147.0,69.84445391822221,Cloudy,7.0
17950,Exercise 4,277.4006889043267,92.5411702977054,72.90264329223906,25.0,Male,,176.0,42.75795295159959,Sunny,1.0
17951,Exercise 8,215.28043880477705,91.46844280650421,87.76172432326206,25.0,Male,54.0,153.0,63.51868059110356,Sunny,
17952,Exercise 9,228.62097081239267,83.74971046917327,83.06580366625676,58.0,Male,19.0,180.0,30.36795760799812,Sunny,3.0
17953,Exercise 5,285.12681651130407,84.22114693169685,75.40301873377018,32.0,Male,47.0,179.0,32.81638445368662,Cloudy,2.0
17954,Exercise 10,280.3841009011032,,87.2476996330114,49.0,Male,18.0,160.0,54.97999474426703,Rainy,7.0
17955,Exercise 8,216.80610654456476,95.38932416032482,80.48982929335494,58.0,Female,,170.0,32.601505408310544,Sunny,
17956,Exercise 6,,91.95698736382718,79.70095720272356,54.0,Male,29.0,176.0,32.72747809628396,Rainy,
17957,Exercise 2,,80.1095297360451,87.02938267687607,58.0,Female,20.0,157.0,63.71725918995348,Rainy,7.0
17958,Exercise 4,239.1805599363515,90.66371386041615,71.45131969209973,51.0,Male,32.0,179.0,59.37491501299757,Cloudy,5.0
17959,Exercise 9,294.8162150842608,88.99154176023333,74.07535411421014,27.0,Female,53.0,153.0,59.245884702119795,Rainy,1.0
17960,Exercise 7,293.730488889478,92.43268070083204,,20.0,Male,22.0,145.0,50.653950620973546,Cloudy,3.0
17961,Exercise 5,233.84368683554567,86.87910936547642,,42.0,,27.0,174.0,49.36821207966472,Rainy,2.0
17962,Exercise 2,292.7139465216469,93.42929457904498,76.60835812615606,23.0,Female,51.0,141.0,63.61664665784835,Sunny,3.0
17963,Exercise 2,279.8866459728769,98.44333125830886,74.83248106511913,48.0,Male,43.0,153.0,69.41739091347762,Cloudy,4.0
17964,Exercise 2,279.5518617429675,93.26690084948065,79.672036512412,,Female,47.0,150.0,33.67755850404978,Sunny,10.0
17965,Exercise 9,,94.42450350504164,88.27742940577622,35.0,Male,32.0,156.0,51.88527147335756,,2.0
17966,Exercise 5,247.97568529994646,89.2527885615977,78.54187154762968,,Female,56.0,145.0,39.443480299255825,Rainy,6.0
17967,Exercise 10,,96.91239100495419,89.13325091508214,24.0,Male,33.0,159.0,68.48501333144256,Cloudy,4.0
17968,Exercise 1,290.31996387282953,98.96186340372952,70.34296598604232,20.0,Female,23.0,161.0,69.4476695787499,,1.0
17969,Exercise 3,222.41660199260437,92.67931554538319,70.63425498585059,55.0,Female,30.0,163.0,44.56462585160881,Rainy,10.0
17970,Exercise 3,284.6194319373361,88.75629720559988,78.26553446431446,,Male,47.0,159.0,43.60769166200926,Cloudy,1.0
17971,Exercise 5,247.6613223944598,97.34990766056848,76.31251877525368,20.0,Male,29.0,173.0,64.76150039310924,Cloudy,4.0
17972,Exercise 5,238.41658253975788,80.71700601778764,83.44054105086644,27.0,Male,56.0,177.0,58.921852070532964,Rainy,7.0
17973,Exercise 6,286.8485148416098,99.6538569184728,80.97285712015879,37.0,Male,58.0,179.0,39.08809391994789,Rainy,8.0
17974,Exercise 8,226.44347402035805,94.80612559540019,72.6231342391413,25.0,Male,52.0,152.0,48.37242051993837,Rainy,6.0
17975,Exercise 6,299.0424414434788,,70.04697627085967,45.0,Female,47.0,178.0,45.1808025635452,Sunny,7.0
17976,Exercise 3,,95.95230293972791,79.43532881127149,24.0,Female,52.0,184.0,46.316297977369516,Sunny,2.0
17977,Exercise 8,280.076955790682,89.55642355146198,,48.0,Female,60.0,149.0,53.416185903775286,Rainy,5.0
17978,Exercise 10,292.0813840343853,84.64297472085305,78.71030406544149,36.0,Female,22.0,182.0,68.08684683181696,Cloudy,8.0
17979,Exercise 6,,85.4169706424195,77.40208740764294,38.0,Male,60.0,188.0,30.868571723324663,Rainy,
17980,Exercise 1,204.64650720153244,84.39812290386762,85.96175588152653,25.0,Male,19.0,150.0,48.04373502382366,Rainy,1.0
17981,Exercise 1,205.74112096605973,,87.91643057358795,50.0,Male,56.0,158.0,,Rainy,4.0
17982,Exercise 4,280.3191364812459,87.97764874886995,88.96546155849458,31.0,Female,35.0,141.0,38.17529108609054,Sunny,2.0
17983,Exercise 9,,93.18378203523442,75.51454155437887,35.0,Female,52.0,169.0,37.61824895980793,Cloudy,2.0
17984,Exercise 7,,82.59585941948818,81.22598491341104,41.0,Female,19.0,181.0,40.55068438319957,Cloudy,5.0
17985,Exercise 7,262.2397874115267,93.76934321875903,89.78295390511136,42.0,Male,39.0,168.0,50.09464624668675,Sunny,2.0
17986,Exercise 10,266.46387611498005,,,42.0,Male,52.0,,31.735969566829056,Cloudy,
17987,Exercise 10,281.301420763385,93.45365882246183,84.51916034729904,42.0,Female,23.0,178.0,66.86645363755335,Cloudy,10.0
17988,Exercise 4,236.68988197765634,96.09693662804692,82.07719311046968,29.0,Male,,178.0,,Cloudy,4.0
17989,Exercise 10,,80.32371388178493,71.59737210130831,58.0,Female,25.0,,46.505131934277,Sunny,7.0
17990,Exercise 1,240.4760381123976,90.81039951194606,87.632457204934,27.0,Male,50.0,169.0,32.924024924099626,Sunny,1.0
17991,Exercise 1,,91.62963259586364,88.42462368212082,48.0,Female,35.0,175.0,44.79676835212426,Rainy,2.0
17992,Exercise 3,296.9692013340202,92.6177640429664,71.22806398167026,22.0,Female,59.0,160.0,45.638524194009506,,8.0
17993,Exercise 9,262.43650398089494,85.27452128719436,84.74693686571246,60.0,,21.0,,51.231105275560225,Sunny,3.0
17994,Exercise 5,207.29243808109854,95.33936285498667,84.61622716694322,52.0,Male,45.0,,61.85271554573578,Sunny,4.0
17995,Exercise 1,,90.64569040677442,79.4831750122002,25.0,Male,19.0,162.0,64.74949979263984,Sunny,2.0
17996,Exercise 9,283.1463518126269,95.03302247985724,84.36587889232324,46.0,Female,40.0,164.0,33.62039671201009,Sunny,5.0
17997,Exercise 5,221.6117491074418,89.68276793031535,72.6321019840471,20.0,Male,,,67.19454317086667,Cloudy,8.0
17998,Exercise 4,296.732579132072,80.59260815054918,,30.0,Female,42.0,156.0,60.61059278594871,Rainy,2.0
17999,Exercise 1,243.45779289309357,89.84475022437655,71.2080721492757,45.0,Female,57.0,153.0,60.944989108368055,Rainy,4.0
18000,Exercise 8,254.36739128352764,88.63561481971207,89.09717938744171,27.0,Male,37.0,140.0,60.52154438649161,Sunny,5.0
18001,Exercise 4,,93.10010454454624,79.31861102311247,55.0,Male,,154.0,35.51065573556809,Rainy,6.0
18002,Exercise 8,276.5303927485226,87.17462351149395,86.63304279826974,20.0,Male,20.0,169.0,37.862333438908145,Rainy,4.0
18003,Exercise 5,,,,28.0,Female,48.0,154.0,41.357419986475975,Rainy,8.0
18004,Exercise 10,,97.99354704606085,71.82714430681064,48.0,Female,46.0,157.0,31.578658946248424,Cloudy,6.0
18005,Exercise 1,220.6767811317369,99.69906871607891,,54.0,Male,,157.0,64.22920828948673,Sunny,
18006,Exercise 5,278.69960775980485,95.86205979892296,87.15748192447734,58.0,Male,53.0,163.0,44.71960562225017,,
18007,Exercise 2,,87.72781238775102,89.80795093617246,50.0,,36.0,179.0,67.8692372691851,Rainy,5.0
18008,Exercise 9,248.3166393177129,91.66069580184632,80.43170319748788,53.0,Male,24.0,143.0,64.30372211151615,Cloudy,3.0
18009,Exercise 3,239.54937295070113,81.06427505295234,75.42556475396125,33.0,Male,50.0,187.0,,,7.0
18010,Exercise 8,213.570499037321,86.09954279407833,,,Female,40.0,182.0,53.9866699930501,Cloudy,9.0
18011,Exercise 7,232.16337843328878,92.50228159085485,86.8249719254141,30.0,Male,31.0,190.0,46.69346420584332,Sunny,4.0
18012,Exercise 5,239.36065847928091,96.01702055181019,86.8915970831142,32.0,Female,53.0,169.0,68.51035387672391,Rainy,1.0
18013,Exercise 6,,,76.1803644641793,55.0,Female,58.0,154.0,45.215634116301594,,9.0
18014,Exercise 8,242.35300113937623,88.61627224138405,72.05087238577732,53.0,Female,38.0,165.0,59.74886205045809,Cloudy,6.0
18015,Exercise 8,,86.0889163753428,72.86096721717276,52.0,Male,18.0,160.0,33.29674786685869,Cloudy,5.0
18016,Exercise 5,263.9436372255343,91.14648139118394,71.11778016491692,52.0,Male,53.0,,66.0792067036262,Rainy,6.0
18017,Exercise 2,213.84722115921613,99.37495706805137,72.39084456506694,42.0,Male,24.0,168.0,64.39202422202968,Cloudy,4.0
18018,Exercise 4,279.80269659792805,82.08808763558679,76.17440046690764,40.0,Female,36.0,164.0,52.560372140714264,Cloudy,9.0
18019,Exercise 4,,86.21394988437439,80.23205048947514,41.0,,23.0,148.0,52.70997753537765,Cloudy,1.0
18020,Exercise 6,245.3774703321738,87.64627249190616,,,Female,38.0,140.0,66.1547946928049,Cloudy,
18021,Exercise 1,288.21163097165027,81.74598608343817,86.55595097300483,25.0,Female,50.0,,56.9774139664725,Cloudy,4.0
18022,Exercise 10,212.13844049277176,95.63175964663438,83.4343861026674,32.0,Male,28.0,187.0,36.359787992098,Sunny,2.0
18023,Exercise 1,255.18799353410537,92.08111215988772,89.11752023120908,59.0,Male,41.0,147.0,53.434224933511544,Cloudy,4.0
18024,Exercise 8,275.74122817593275,98.13064400018891,77.18258512894258,28.0,Female,32.0,173.0,57.63015984185548,Cloudy,7.0
18025,Exercise 7,282.2948798413963,85.0534133276034,81.53951610155224,31.0,Male,21.0,180.0,34.112790076089475,Rainy,10.0
18026,Exercise 2,217.45143081145957,97.88759461820193,70.38483404858242,39.0,Female,40.0,142.0,42.084570095233815,Rainy,
18027,Exercise 2,228.57088111714432,82.16389674929795,72.51093781711646,21.0,,34.0,,33.55964449792096,Sunny,3.0
18028,Exercise 2,,,75.85634327405153,,Female,23.0,176.0,50.15316528193029,Cloudy,4.0
18029,Exercise 6,294.8254019341624,97.2762318453187,81.40073288743305,,Male,42.0,154.0,36.37787024068384,Sunny,8.0
18030,Exercise 1,,82.92959707872441,82.33956658006099,28.0,Female,55.0,185.0,67.1942223436784,Cloudy,3.0
18031,Exercise 2,270.1767573045642,97.09693924127177,,31.0,Female,24.0,159.0,64.29724916979717,Cloudy,8.0
18032,Exercise 3,252.0711148366033,92.8608063245959,70.87621695522131,56.0,,,171.0,62.196964799898254,Sunny,5.0
18033,Exercise 1,207.26031907944014,,79.33793104186995,37.0,Male,33.0,147.0,63.762273757229,,7.0
18034,Exercise 6,233.56846106489826,,74.35497018070946,42.0,Male,,170.0,49.407450063029884,,6.0
18035,Exercise 1,,81.360166067519,83.93320917607089,57.0,Male,29.0,142.0,36.63650349920074,Cloudy,
18036,Exercise 5,263.65188608437126,,76.48563882743987,48.0,Male,48.0,147.0,51.218963611752415,Cloudy,5.0
18037,Exercise 5,200.93969543825654,83.07299281029874,88.91376503431052,35.0,Male,27.0,172.0,51.99923043225269,,1.0
18038,Exercise 5,257.6612088827362,93.95654702214448,77.7286593433127,27.0,Female,40.0,181.0,58.00586555294539,Sunny,4.0
18039,Exercise 9,217.95298473289444,90.9186259206303,,,Female,52.0,150.0,39.857926880183356,Rainy,3.0
18040,Exercise 5,297.2976636680093,97.50100031886149,72.11912702023209,37.0,Male,24.0,176.0,66.1499414506281,Cloudy,3.0
18041,Exercise 1,288.4223564386291,94.550314092462,86.14061150779645,23.0,Male,18.0,167.0,64.28793451280188,Cloudy,4.0
18042,Exercise 1,230.43862440911357,97.73403775724157,,49.0,Male,36.0,157.0,34.408831882994896,Sunny,7.0
18043,Exercise 8,295.2248508855567,97.37479422637938,87.3578736098356,43.0,Female,19.0,156.0,64.05680642545391,,6.0
18044,Exercise 1,222.4117900357176,98.12412893170858,80.24928942584357,50.0,Female,37.0,175.0,39.99188828187826,Rainy,3.0
18045,Exercise 1,223.8553656332108,,83.25417119706175,,Male,37.0,157.0,58.57603821954696,Rainy,1.0
18046,Exercise 5,249.5352477071299,,73.32947282356277,51.0,,49.0,,33.277216915728495,Rainy,5.0
18047,Exercise 5,228.6672457244785,80.8559404651922,,57.0,Female,32.0,183.0,36.38538605327031,Cloudy,3.0
18048,Exercise 5,283.8344920613923,97.23780947184704,84.77926880566277,37.0,Male,58.0,152.0,36.15884098682819,Rainy,9.0
18049,Exercise 4,250.8920626061937,96.75287141886014,71.70307070610774,37.0,,57.0,180.0,67.570585077696,Rainy,8.0
18050,Exercise 3,,88.84496674653592,71.86129751577498,23.0,Male,26.0,155.0,53.05590416005369,Sunny,1.0
18051,Exercise 5,227.07806721174893,83.03177084209945,80.96517016436925,41.0,Female,48.0,170.0,40.49670819696928,Rainy,3.0
18052,Exercise 1,283.5483278723643,99.96021410548879,74.74269900304343,20.0,Male,52.0,142.0,54.480386874237546,Rainy,4.0
18053,Exercise 2,235.927184573354,97.98026190333516,74.30477577695254,27.0,Female,47.0,160.0,52.08253806803174,Rainy,8.0
18054,Exercise 8,275.83340644393604,81.18581982319824,,47.0,Male,25.0,,47.66148159473146,Rainy,10.0
18055,Exercise 10,289.27421205472615,85.24525721444982,76.53760420757575,21.0,Female,47.0,176.0,66.86194726516345,Cloudy,2.0
18056,Exercise 3,259.5881855589937,,71.1039163524301,49.0,Female,57.0,169.0,33.51603682397599,Cloudy,9.0
18057,Exercise 3,261.6457080405155,87.96107482632229,75.0134321243031,39.0,Female,47.0,173.0,,Rainy,
18058,Exercise 9,279.27210967449565,90.18718331419463,78.07358118282781,35.0,Female,34.0,162.0,50.41291657453587,Rainy,9.0
18059,Exercise 3,254.12460583891038,98.9123417014402,79.10990035694559,58.0,Male,,187.0,59.07056371314212,Rainy,4.0
18060,Exercise 9,209.50322012656423,80.82035652656495,76.7552055162363,29.0,Male,27.0,152.0,44.90003080704317,Sunny,2.0
18061,Exercise 9,255.84410846418405,89.09603784734995,73.04707536790366,,Male,60.0,169.0,35.02993373134413,Sunny,9.0
18062,Exercise 10,227.32764134521707,80.50489178570447,73.6563498837376,54.0,,49.0,180.0,55.293376132558194,,2.0
18063,Exercise 4,263.73477053768966,,85.92169414414805,29.0,Male,24.0,155.0,45.67290901171529,Sunny,10.0
18064,Exercise 4,255.62227454112093,,,34.0,,32.0,165.0,42.61263382184481,,9.0
18065,Exercise 3,261.2837273977468,99.29460734611811,77.40307377785697,,Male,32.0,143.0,33.9183991821752,Cloudy,3.0
18066,Exercise 4,226.66209811569428,92.73510835883577,70.06293740977975,43.0,,51.0,173.0,48.61301798751469,Cloudy,3.0
18067,Exercise 8,,96.18655535081412,72.5413543952811,32.0,Female,29.0,176.0,55.38518001866086,Sunny,2.0
18068,Exercise 6,219.62890788347832,97.50124057776662,,27.0,Male,21.0,145.0,,Rainy,2.0
18069,Exercise 9,219.88775332320853,,86.39061086860929,54.0,Female,23.0,162.0,67.4699733377139,Cloudy,9.0
18070,Exercise 9,244.0348885084144,,78.40535919325362,27.0,Female,,142.0,46.73244566694218,Rainy,9.0
18071,Exercise 6,275.3467876368869,85.28817883889958,,,Male,20.0,169.0,40.4895361309444,,1.0
18072,Exercise 1,,80.66421019746002,88.346880689817,,Male,23.0,150.0,,,5.0
18073,Exercise 5,243.8143215728199,83.80405436454194,70.63449282836315,30.0,Female,60.0,185.0,,Cloudy,7.0
18074,Exercise 8,274.13827646848915,88.0963660047057,79.49209381366713,34.0,Male,34.0,187.0,54.148165709963315,Rainy,9.0
18075,Exercise 10,272.8549693696836,80.45385631035887,75.89177763348304,52.0,Female,38.0,161.0,42.90191807257253,Sunny,1.0
18076,Exercise 10,205.9576842315255,86.87395823298276,77.44497353619046,40.0,Female,,156.0,57.407190971616544,Sunny,2.0
18077,Exercise 2,289.27117622055863,,76.98571085056554,40.0,Male,22.0,,59.45497946341967,Sunny,1.0
18078,Exercise 5,223.29214155041234,88.11901881216116,80.09584236687635,51.0,Male,46.0,186.0,61.10693221157788,,7.0
18079,Exercise 7,269.7182033703825,89.79032686220383,72.83271204605992,45.0,Female,28.0,178.0,33.968782191789074,Cloudy,4.0
18080,Exercise 3,264.3111489952905,89.99106387773368,73.82832336619005,30.0,Male,34.0,160.0,65.77354957015689,Cloudy,6.0
18081,Exercise 7,219.48129753119173,96.69715187833916,,,Female,54.0,185.0,43.729658784566325,Rainy,3.0
18082,Exercise 10,280.29589480440654,94.09748200150001,75.87025340089718,51.0,Male,18.0,,42.87105431461737,Rainy,5.0
18083,Exercise 9,255.52853061717707,80.4759138905887,70.85056374218378,,Female,58.0,155.0,48.54021773365726,Cloudy,9.0
18084,Exercise 7,212.5071732165662,90.13349161812476,70.24297864650177,57.0,Male,34.0,168.0,34.21349906027838,Rainy,1.0
18085,Exercise 6,,95.96279069279518,78.93996122990558,,,59.0,,40.16940885017365,Cloudy,4.0
18086,Exercise 5,255.5987558918733,80.96484093935629,82.50015398718516,32.0,Female,20.0,169.0,63.51348291711161,Sunny,5.0
18087,Exercise 2,248.8381859413186,,80.60177567968974,34.0,Female,43.0,167.0,63.73338766017627,Rainy,1.0
18088,Exercise 8,202.5612893886823,95.68995017849349,76.1483575575242,23.0,Female,41.0,,60.28161465218178,,1.0
18089,Exercise 2,234.18202377770655,83.9259447678584,70.539117761641,39.0,Male,50.0,166.0,64.35575827016581,Cloudy,
18090,Exercise 7,201.41182340078595,90.9666571579101,,26.0,Male,32.0,169.0,,Rainy,1.0
18091,Exercise 1,235.12779989681707,91.23821365795163,85.72624716304166,52.0,Male,24.0,172.0,63.87815725657606,Cloudy,10.0
18092,Exercise 7,256.5006183500373,92.396093089704,74.98366702849277,36.0,Male,50.0,157.0,68.4830698512649,,1.0
18093,Exercise 2,200.2219107191241,95.88050261501235,73.07277285864838,47.0,Female,59.0,162.0,30.766180647854316,Cloudy,
18094,Exercise 7,238.35691691057295,98.38535918882087,80.25429591590577,57.0,Female,56.0,179.0,67.56461814711557,Rainy,
18095,Exercise 3,200.96858020473573,98.7552008596023,80.54620773128845,54.0,Male,50.0,,,Rainy,7.0
18096,Exercise 3,212.20860312661964,87.0271048246565,81.80983400990878,49.0,Male,60.0,181.0,41.60551479162197,Sunny,
18097,Exercise 6,260.0540029135454,84.59639632382536,82.17731095131566,60.0,,26.0,,58.11582460604295,Sunny,5.0
18098,Exercise 2,,95.5593306722378,74.97991440787662,39.0,Male,30.0,165.0,57.12744690226123,,4.0
18099,Exercise 10,219.92005491902358,94.22375811591525,84.629014128138,37.0,Male,28.0,142.0,41.420918359272456,,
18100,Exercise 10,262.2301206331256,92.1061755104577,76.4238962908643,26.0,Male,20.0,141.0,35.927182065131504,Cloudy,6.0
18101,Exercise 8,257.67299581761824,98.82641581077725,88.5475883469455,35.0,Male,57.0,152.0,63.0140325683847,Cloudy,4.0
18102,Exercise 2,248.76793808416386,81.25288263599494,74.53132439772804,50.0,Male,31.0,145.0,44.24616816655225,Sunny,10.0
18103,Exercise 6,239.06235633756174,96.61340256099012,88.79042140144882,26.0,Female,25.0,183.0,,,3.0
18104,Exercise 10,266.8337714647139,90.61704196141318,,,Female,51.0,,56.41354218043588,Sunny,4.0
18105,Exercise 10,265.67838193748617,87.1587975458234,75.86949292445748,42.0,Male,43.0,156.0,48.06062664584742,Rainy,1.0
18106,Exercise 5,249.477234428371,87.14857609608794,89.28946211236885,56.0,Female,35.0,167.0,,Sunny,3.0
18107,Exercise 4,247.07109148747315,81.17193080292135,70.69548333200419,26.0,Female,26.0,179.0,44.44686483443505,Cloudy,9.0
18108,Exercise 6,235.10484415761692,90.07860165167008,,20.0,Male,20.0,143.0,,Cloudy,6.0
18109,Exercise 10,272.36590829959994,82.25578158396944,75.6892811265777,29.0,,41.0,,32.4145442710969,Sunny,3.0
18110,Exercise 9,287.99492664350834,89.87486488435243,79.02974208081451,50.0,Female,46.0,156.0,33.23908030431579,Sunny,6.0
18111,Exercise 8,208.01737024163646,97.61234047072669,83.44959815123823,36.0,,,,69.48684203090838,Cloudy,9.0
18112,Exercise 7,200.544208250477,88.00980094457232,,23.0,Male,49.0,159.0,64.7414028231577,Cloudy,
18113,Exercise 5,254.97349162106633,83.12241938449465,73.159336282016,21.0,Male,43.0,183.0,42.35532740958334,Sunny,8.0
18114,Exercise 3,243.48137898498987,,74.57229510649294,28.0,Male,40.0,158.0,33.523969181730955,Rainy,5.0
18115,Exercise 9,296.33770408463624,86.73059262513995,77.31293183906087,55.0,Male,42.0,187.0,69.0401245144627,Rainy,3.0
18116,Exercise 10,234.68516083033623,90.52458397431491,86.19992749888763,59.0,Female,51.0,146.0,31.059339153306986,Cloudy,3.0
18117,Exercise 5,216.9324591708992,82.26006134179903,78.73103560966923,34.0,Female,48.0,157.0,58.46962629363638,Sunny,4.0
18118,Exercise 7,266.3880570044611,93.99740890473566,87.36461650647321,41.0,Female,55.0,159.0,31.028836831110432,Sunny,5.0
18119,Exercise 5,292.54645967133035,98.71099823723068,84.49114631465824,21.0,Male,20.0,158.0,67.02368397627504,Sunny,3.0
18120,Exercise 4,278.9486156082214,82.28124370274763,,58.0,Female,51.0,149.0,46.85047438786245,Sunny,9.0
18121,Exercise 2,203.2803625246154,84.24680135778426,71.93566051282251,,Male,,150.0,50.70073084399357,Rainy,10.0
18122,Exercise 3,278.7671179487353,84.99913515641512,73.3716300757007,48.0,Male,48.0,,43.02584527468649,Sunny,9.0
18123,Exercise 8,277.37344396370673,94.93857692072518,73.11013267777561,60.0,Male,29.0,179.0,61.79663252378692,Cloudy,3.0
18124,Exercise 1,268.0752284269253,89.06014919991142,79.16848709931949,43.0,Female,,151.0,31.329733616664356,Sunny,3.0
18125,Exercise 1,264.3308717798175,95.1800007004594,86.02160987485684,,Male,41.0,167.0,33.12048101882131,Cloudy,1.0
18126,Exercise 4,251.89423740597982,90.91203786358639,82.32279405152151,31.0,Female,51.0,161.0,46.02497930678647,Rainy,6.0
18127,Exercise 5,,81.2978870505206,80.57267011737821,29.0,Male,29.0,180.0,,Rainy,5.0
18128,Exercise 6,248.47049559556928,,83.8609618934411,26.0,Female,22.0,177.0,66.62766439798236,Sunny,4.0
18129,Exercise 8,213.28057632746467,85.66950781055152,71.80570724857417,57.0,Male,52.0,167.0,51.574660258970255,Cloudy,1.0
18130,Exercise 3,,85.68129682194491,77.77201696938032,54.0,Male,34.0,,,Sunny,6.0
18131,Exercise 4,272.93651139091384,83.81718383877146,81.5002842493024,30.0,Female,20.0,164.0,35.03588107620258,Rainy,10.0
18132,Exercise 8,,83.05950570345013,77.10427701250907,39.0,Female,29.0,151.0,45.24405993223203,Cloudy,2.0
18133,Exercise 5,266.8928463312714,91.47061162364776,87.2070945573758,30.0,Male,22.0,177.0,42.08684436266516,Sunny,2.0
18134,Exercise 2,277.13838767452717,85.68546129234689,72.42499328556174,34.0,Male,35.0,160.0,50.87235435576915,Cloudy,8.0
18135,Exercise 8,262.01171531707166,89.73103907295497,,51.0,Female,20.0,146.0,42.030764322174946,Rainy,8.0
18136,Exercise 7,231.61637253163576,91.88175712988621,86.78836165225137,55.0,Male,56.0,156.0,54.397470245507776,Cloudy,7.0
18137,Exercise 7,228.68007105604167,93.25921218903348,80.03654682464447,26.0,Male,27.0,150.0,44.32295469358681,Cloudy,7.0
18138,Exercise 6,241.68754741214573,,,29.0,Female,56.0,188.0,48.84420439724009,,1.0
18139,Exercise 8,291.24604293697166,,76.80976911114658,21.0,Male,60.0,168.0,31.49835169052365,Sunny,
18140,Exercise 9,296.3301914731914,85.51225391185113,73.71125499088677,,Female,28.0,145.0,31.124530106724457,Sunny,1.0
18141,Exercise 7,297.52531215913893,83.53987780254953,,47.0,Female,57.0,182.0,40.529574836662206,Rainy,8.0
18142,Exercise 1,241.4330423803916,,76.57142328363685,21.0,,57.0,175.0,54.02179015844572,Rainy,
18143,Exercise 8,224.9163320284288,99.29165691567185,81.7369786367228,20.0,Male,20.0,156.0,61.694891764734045,,1.0
18144,Exercise 5,245.30151460985672,,87.81544541929722,54.0,Male,43.0,160.0,66.52640095362341,Sunny,6.0
18145,Exercise 10,291.23144784117073,83.11394770016834,80.63168197588395,45.0,Female,26.0,143.0,,Sunny,7.0
18146,Exercise 7,251.93932794073316,90.45974681753694,86.39931940720922,46.0,Male,52.0,159.0,46.68204192286268,Rainy,9.0
18147,Exercise 8,206.95773593797145,96.01646498497173,76.71303150305707,38.0,Female,,159.0,60.9654236123905,Rainy,5.0
18148,Exercise 3,238.80610346980944,81.07959038826388,72.02528583390422,55.0,Female,23.0,,43.69773937653701,Cloudy,8.0
18149,Exercise 9,219.53593851092182,86.97233356229971,86.72019310045117,24.0,Male,37.0,,58.463919499909935,Rainy,10.0
18150,Exercise 6,,91.08095795473551,83.28699157827812,53.0,Male,49.0,141.0,,Rainy,10.0
18151,Exercise 6,243.9103139051342,91.98407637273574,72.2376701784383,40.0,Male,43.0,163.0,59.46139853495995,Rainy,9.0
18152,Exercise 8,284.56620941727556,81.0665551986462,,28.0,Male,32.0,185.0,32.53777776238995,Cloudy,3.0
18153,Exercise 7,209.4346726193623,87.76459179701095,82.15443658011893,56.0,Male,,158.0,63.84586062571351,Cloudy,4.0
18154,Exercise 5,271.958979030924,92.37385364093947,86.0637168568131,54.0,Male,53.0,169.0,62.50594400413061,Cloudy,10.0
18155,Exercise 4,,89.14312621246145,,35.0,Male,53.0,,36.968421078004795,Sunny,7.0
18156,Exercise 9,,84.97154101675672,70.36507051237115,20.0,Male,52.0,171.0,60.70655254519157,Sunny,9.0
18157,Exercise 1,257.7556195114867,89.05978341742822,79.1761183854907,48.0,Female,55.0,170.0,52.736154208923494,Cloudy,8.0
18158,Exercise 3,290.7136784857652,80.24270381655857,87.35658820587047,35.0,Female,,148.0,42.69357474475989,Rainy,
18159,Exercise 1,291.1459925823605,93.38568406914848,74.6280020223807,29.0,Female,32.0,183.0,54.32648341357358,Rainy,9.0
18160,Exercise 3,278.5222668198845,,83.41898396484594,48.0,Male,33.0,157.0,61.49664221181987,Cloudy,10.0
18161,Exercise 4,296.91096416416076,96.77692136671226,73.70196987248147,56.0,,,184.0,31.490173745507196,Rainy,2.0
18162,Exercise 1,,99.4458000723572,70.93176236909831,41.0,Male,47.0,175.0,56.64894665713491,Cloudy,4.0
18163,Exercise 1,240.62280585405887,93.00441410299572,89.82701962788123,54.0,,39.0,146.0,59.35692622802341,Sunny,3.0
